id,filename,f1,f1p,f2,f2p,f3,f3p,f4,f4p,f5,f5p,f6,f6p,f1px,f1py,f2px,f2py,f3px,f3py,f4px,f4py,f5px,f5py,f6px,f6py
18,18_Cam.002__1_3_7_4_3_2.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,2,241,385,118,327,254,185,137,141,200,361,45,279
19,19_Cam.003__1_5_3_2_5_6.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,6,113,45,256,105,118,360,307,398,247,330,115,212
20,20_Cam.000__2_4_2_1_1_2.jpg,Flch0_azul,2,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,2,371,238,334,272,330,351,305,51,301,399,278,61
21,21_Cam.003__3_3_1_2_4_4.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,4,209,380,296,77,140,402,350,71,362,234,362,264
22,22_Cam.002__8_1_5_5_8_1.jpg,Flch0_azul,8,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,5,Flch3_amarilla,8,Flch4_roja,1,196,280,413,165,325,196,139,313,187,222,18,175
23,23_Cam.002__10_2_6_4_5_9.jpg,Flch0_azul,10,Flch6_morada,2,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,9,227,246,80,155,118,240,154,142,118,202,250,240
24,24_Cam.000__5_9_6_5_4_1.jpg,Flch0_azul,5,Flch6_morada,9,Flch1_verde,6,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,1,311,298,264,237,200,133,316,293,166,329,167,18
25,25_Cam.003__5_2_3_6_4_1.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,6,Flch3_amarilla,4,Flch4_roja,1,332,241,202,28,312,82,122,182,362,172,213,6
26,26_Cam.002__3_8_3_1_2_1.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,1,122,327,232,287,83,283,239,380,345,326,366,337
27,27_Cam.003__3_2_1_6_4_6.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,4,Flch4_roja,6,388,269,278,408,141,411,247,310,262,358,214,109
28,28_Cam.002__3_1_7_5_6_2.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,5,Flch3_amarilla,6,Flch4_roja,2,67,261,416,171,155,235,109,271,184,321,240,73
29,29_Cam.003__5_5_3_3_7_4.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,7,Flch4_roja,4,111,200,174,113,372,170,161,75,208,287,297,92
30,30_Cam.001__1_7_4_2_5_8.jpg,Flch0_azul,1,Flch6_morada,7,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,8,303,63,176,167,132,278,280,67,191,313,197,160
31,31_Cam.000__5_5_9_4_1_5.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,9,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,5,297,325,306,156,280,219,301,124,378,206,324,193
32,32_Cam.001__1_3_3_7_6_2.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,7,Flch3_amarilla,6,Flch4_roja,2,168,56,221,69,315,237,175,274,174,136,186,58
33,33_Cam.002__4_3_7_2_3_3.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,3,89,186,73,229,291,267,325,117,386,240,70,212
34,34_Cam.003__5_2_3_2_7_7.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,7,143,307,339,380,67,174,407,166,184,275,180,146
35,35_Cam.000__4_2_3_1_2_2.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,2,133,244,360,201,195,386,67,108,93,205,124,350
36,36_Cam.000__2_2_2_7_7_2.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,7,Flch3_amarilla,7,Flch4_roja,2,82,143,140,66,363,230,270,279,226,297,143,369
37,37_Cam.001__3_3_3_2_2_1.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,1,121,140,165,340,124,291,172,66,252,54,102,296
38,38_Cam.001__3_6_7_1_2_2.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,2,146,107,205,302,235,265,319,80,198,62,217,374
39,39_Cam.000__7_2_1_4_1_8.jpg,Flch0_azul,7,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,8,215,265,318,95,101,375,160,104,206,427,258,272
40,40_Cam.002__1_2_1_8_1_1.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,8,Flch3_amarilla,1,Flch4_roja,1,205,54,47,256,394,291,255,282,405,299,209,389
41,41_Cam.001__4_1_1_5_5_5.jpg,Flch0_azul,4,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,5,Flch4_roja,5,212,330,92,272,82,217,281,159,253,307,270,271
42,42_Cam.001__3_8_2_6_2_7.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,7,123,287,190,169,191,53,166,142,298,348,162,251
43,43_Cam.002__1_5_5_4_5_1.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,1,173,55,237,150,272,153,250,348,247,146,190,66
44,44_Cam.000__3_8_3_9_8_1.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,9,Flch3_amarilla,8,Flch4_roja,1,246,51,291,208,225,375,219,231,259,276,349,363
45,45_Cam.002__2_7_1_7_1_3.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,1,Flch4_roja,3,145,358,280,291,424,266,273,214,48,162,65,211
46,46_Cam.000__5_7_3_8_5_5.jpg,Flch0_azul,5,Flch6_morada,7,Flch1_verde,3,Flch2_naranja,8,Flch3_amarilla,5,Flch4_roja,5,232,332,288,188,283,89,275,178,184,126,328,239
47,47_Cam.001__4_3_3_10_1_7.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,10,Flch3_amarilla,1,Flch4_roja,7,228,323,130,129,248,85,192,208,121,351,184,271
48,48_Cam.003__5_3_3_1_8_8.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,8,Flch4_roja,8,126,136,279,371,59,154,99,376,234,269,281,219
49,49_Cam.003__2_3_1_3_1_1.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,1,Flch4_roja,1,246,27,69,288,437,257,72,286,382,356,45,111
50,50_Cam.000__5_9_2_3_3_5.jpg,Flch0_azul,5,Flch6_morada,9,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,5,216,337,241,257,308,382,132,316,130,291,159,141
51,51_Cam.001__1_8_3_4_5_1.jpg,Flch0_azul,1,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,1,94,182,201,167,103,226,154,310,191,316,92,273
52,52_Cam.003__8_6_1_2_4_8.jpg,Flch0_azul,8,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,8,278,227,284,151,14,224,63,327,283,339,164,187
53,53_Cam.001__2_7_1_1_9_1.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,9,Flch4_roja,1,111,299,208,272,135,356,220,42,185,197,287,370
54,54_Cam.000__3_2_1_3_1_9.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,1,Flch4_roja,9,272,63,301,389,111,56,192,361,292,50,244,193
55,55_Cam.000__4_9_1_1_1_4.jpg,Flch0_azul,4,Flch6_morada,9,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,4,242,77,231,227,337,92,359,315,366,172,280,102
56,56_Cam.002__4_4_2_5_2_7.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,7,232,349,356,217,37,215,332,228,47,249,216,184
57,57_Cam.003__6_6_6_4_8_2.jpg,Flch0_azul,6,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,8,Flch4_roja,2,203,315,127,163,305,160,139,96,201,261,47,264
58,58_Cam.001__7_3_1_2_4_2.jpg,Flch0_azul,7,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,2,194,150,237,77,360,161,248,371,131,176,145,98
59,59_Cam.002__5_3_2_6_6_5.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,6,Flch4_roja,5,284,313,76,280,266,370,135,201,272,308,107,206
60,60_Cam.000__5_6_4_6_2_4.jpg,Flch0_azul,5,Flch6_morada,6,Flch1_verde,4,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,4,282,124,211,126,240,91,209,132,118,79,287,336
61,61_Cam.003__7_3_5_6_1_1.jpg,Flch0_azul,7,Flch6_morada,3,Flch1_verde,5,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,1,303,194,290,368,116,181,300,274,157,33,419,266
62,62_Cam.000__3_5_6_7_8_1.jpg,Flch0_azul,3,Flch6_morada,5,Flch1_verde,6,Flch2_naranja,7,Flch3_amarilla,8,Flch4_roja,1,302,98,295,128,212,133,283,287,287,241,88,118
63,63_Cam.002__1_5_5_7_2_2.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,2,Flch4_roja,2,420,250,247,331,331,266,181,188,404,250,123,342
64,64_Cam.003__2_1_2_5_4_7.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,2,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,7,244,35,393,326,366,100,225,88,95,265,259,272
65,65_Cam.002__8_3_2_9_2_4.jpg,Flch0_azul,8,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,4,210,218,89,304,71,292,232,270,278,85,176,339
66,66_Cam.003__8_4_6_6_6_2.jpg,Flch0_azul,8,Flch6_morada,4,Flch1_verde,6,Flch2_naranja,6,Flch3_amarilla,6,Flch4_roja,2,219,272,355,257,321,179,235,112,141,174,128,63
67,67_Cam.000__1_2_7_6_1_3.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,7,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,3,116,62,364,179,191,223,305,164,54,236,116,152
68,68_Cam.000__1_2_7_3_8_4.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,7,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,4,332,95,173,391,186,183,350,281,208,178,132,195
69,69_Cam.003__4_3_1_4_3_4.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,4,130,331,356,105,241,14,162,92,47,226,317,121
70,70_Cam.001__4_6_4_1_6_4.jpg,Flch0_azul,4,Flch6_morada,6,Flch1_verde,4,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,4,118,239,153,263,120,221,233,33,145,191,301,163
71,71_Cam.002__2_3_5_9_2_3.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,5,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,3,355,140,368,242,285,175,247,239,66,299,366,205
72,72_Cam.002__2_1_7_6_8_1.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,6,Flch3_amarilla,8,Flch4_roja,1,136,92,36,166,158,274,318,246,200,284,419,206
73,73_Cam.000__3_2_3_1_3_2.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,2,286,71,89,305,301,101,282,412,114,159,360,212
74,74_Cam.000__6_2_2_2_5_5.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,5,175,266,306,84,109,86,294,72,301,142,169,144
75,75_Cam.003__3_1_4_5_5_1.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,5,Flch3_amarilla,5,Flch4_roja,1,231,48,29,300,308,107,150,316,97,185,197,23
76,76_Cam.002__1_4_3_2_3_6.jpg,Flch0_azul,1,Flch6_morada,4,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,6,182,376,331,293,365,270,367,136,231,101,294,292
77,77_Cam.000__4_3_2_6_1_4.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,4,295,110,152,82,90,145,177,212,295,417,187,102
78,78_Cam.001__1_6_8_2_1_2.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,8,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,2,130,89,245,146,174,196,325,116,295,48,247,63
79,79_Cam.001__8_5_5_3_6_2.jpg,Flch0_azul,8,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,3,Flch3_amarilla,6,Flch4_roja,2,187,170,172,300,239,309,150,324,248,155,118,142
80,80_Cam.000__7_6_8_4_6_6.jpg,Flch0_azul,7,Flch6_morada,6,Flch1_verde,8,Flch2_naranja,4,Flch3_amarilla,6,Flch4_roja,6,294,172,230,128,213,197,347,247,320,217,266,135
81,81_Cam.002__3_1_4_5_1_7.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,7,73,290,30,248,311,154,111,266,208,388,285,240
82,82_Cam.002__3_1_4_1_1_6.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,6,373,191,405,299,165,127,199,388,142,375,144,192
83,83_Cam.001__2_3_3_8_3_5.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,8,Flch3_amarilla,3,Flch4_roja,5,238,58,174,87,316,238,210,171,323,191,149,152
84,84_Cam.001__3_2_5_9_4_3.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,9,Flch3_amarilla,4,Flch4_roja,3,129,132,103,205,222,115,220,184,304,179,146,106
85,85_Cam.003__2_2_5_4_2_2.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,2,389,285,45,298,185,114,287,91,135,44,407,190
86,86_Cam.003__9_2_4_8_1_9.jpg,Flch0_azul,9,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,8,Flch3_amarilla,1,Flch4_roja,9,245,207,415,199,163,358,284,223,98,55,211,190
87,87_Cam.001__6_7_9_4_5_5.jpg,Flch0_azul,6,Flch6_morada,7,Flch1_verde,9,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,5,236,133,173,259,220,210,123,176,282,268,141,172
88,88_Cam.001__2_2_6_1_4_1.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,6,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,1,128,317,326,298,138,217,87,227,135,145,349,261
89,89_Cam.001__3_6_5_9_7_9.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,5,Flch2_naranja,9,Flch3_amarilla,7,Flch4_roja,9,313,249,146,221,180,306,225,209,236,255,229,220
90,90_Cam.003__2_1_5_6_2_4.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,4,354,97,197,435,113,254,275,292,406,242,157,89
91,91_Cam.001__3_2_1_2_4_2.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,2,273,90,98,191,199,46,268,55,121,210,312,311
92,92_Cam.000__10_1_3_3_4_8.jpg,Flch0_azul,10,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,4,Flch4_roja,8,243,232,192,437,171,71,122,132,148,122,286,209
93,93_Cam.001__1_5_2_9_1_3.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,9,Flch3_amarilla,1,Flch4_roja,3,285,48,253,128,170,68,206,232,92,162,154,332
94,94_Cam.003__1_2_1_8_3_10.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,8,Flch3_amarilla,3,Flch4_roja,10,314,400,320,50,359,60,163,203,345,113,220,219
95,95_Cam.002__1_6_6_4_3_4.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,4,117,354,306,271,287,190,76,227,123,327,286,139
96,96_Cam.000__1_10_8_3_2_2.jpg,Flch0_azul,1,Flch6_morada,10,Flch1_verde,8,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,2,126,376,239,204,271,263,219,386,280,62,315,98
97,97_Cam.003__2_7_4_3_8_6.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,4,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,6,49,282,289,187,155,342,228,374,233,158,243,309
98,98_Cam.002__3_5_2_2_7_7.jpg,Flch0_azul,3,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,7,117,152,344,254,372,150,115,345,266,294,160,211
99,99_Cam.002__2_1_4_5_5_1.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,5,Flch3_amarilla,5,Flch4_roja,1,260,367,34,172,141,160,344,247,332,223,25,186
100,100_Cam.002__1_9_5_5_2_5.jpg,Flch0_azul,1,Flch6_morada,9,Flch1_verde,5,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,5,46,152,193,272,115,195,279,318,195,365,191,326
101,101_Cam.003__4_3_2_6_1_2.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,2,344,283,346,331,381,299,141,154,48,110,136,376
102,102_Cam.003__1_4_1_4_2_5.jpg,Flch0_azul,1,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,5,333,392,369,228,173,19,74,240,150,403,219,338
103,103_Cam.001__5_4_1_4_1_4.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,4,251,300,219,96,95,271,128,258,306,55,161,121
104,104_Cam.001__3_1_9_2_4_7.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,9,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,7,272,82,88,196,216,242,123,316,237,100,220,269
105,105_Cam.001__1_6_4_2_2_1.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,1,102,292,144,213,128,269,309,78,125,115,303,54
106,106_Cam.003__1_2_2_2_3_5.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,5,85,66,278,398,64,319,264,34,389,175,308,147
107,107_Cam.002__2_2_1_1_3_3.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,3,361,315,103,134,227,380,16,224,219,360,361,293
108,108_Cam.001__2_4_1_3_2_6.jpg,Flch0_azul,2,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,6,216,368,191,341,345,279,260,80,96,233,148,256
109,109_Cam.003__6_2_3_2_1_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,2,216,311,99,360,53,190,348,88,300,34,212,25
110,110_Cam.002__1_4_5_10_2_4.jpg,Flch0_azul,1,Flch6_morada,4,Flch1_verde,5,Flch2_naranja,10,Flch3_amarilla,2,Flch4_roja,4,231,387,107,288,334,215,225,263,144,110,237,346
111,111_Cam.003__6_6_2_4_2_3.jpg,Flch0_azul,6,Flch6_morada,6,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,3,307,173,308,285,396,130,84,239,220,29,292,67
112,112_Cam.000__1_5_1_1_9_4.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,9,Flch4_roja,4,286,406,256,341,374,210,55,269,270,234,326,167
113,113_Cam.002__3_8_2_2_4_5.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,5,347,159,273,253,243,375,257,371,122,308,148,171
114,114_Cam.000__3_3_4_8_6_3.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,4,Flch2_naranja,8,Flch3_amarilla,6,Flch4_roja,3,353,220,216,64,272,95,217,240,242,128,113,200
115,115_Cam.001__3_3_2_4_9_9.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,9,Flch4_roja,9,169,93,324,187,266,361,174,101,216,233,183,189
116,116_Cam.002__3_6_7_3_9_1.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,3,Flch3_amarilla,9,Flch4_roja,1,374,199,258,310,278,203,306,116,245,250,364,330
117,117_Cam.003__4_4_2_3_6_3.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,6,Flch4_roja,3,94,256,372,247,357,105,122,337,250,115,59,217
118,118_Cam.001__3_2_3_10_4_2.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,10,Flch3_amarilla,4,Flch4_roja,2,124,159,144,338,247,74,193,210,184,331,126,312
119,119_Cam.001__2_2_1_5_2_5.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,5,206,380,97,256,264,35,197,319,350,237,235,122
120,120_Cam.003__5_1_6_4_6_5.jpg,Flch0_azul,5,Flch6_morada,1,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,6,Flch4_roja,5,300,131,273,15,320,190,178,75,128,213,159,105
121,121_Cam.001__1_3_5_5_2_1.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,5,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,1,110,113,298,291,258,123,168,139,299,328,261,32
